1;1419.00;9.50;1697.00;small
2;1244.00;9.50;1423.00;big
2;1379.00;9.50;1246.00;big
3;1034.00;9.50;1064.00;big
3;898.00;9.50;783.00;big
4;1305.00;9.50;880.00;big
4;1356.00;9.50;1053.00;big
5;1656.00;9.50;652.00;big
5;1305.00;9.50;555.00;big
6;2019.00;9.50;1108.00;big
6;1702.00;9.53;985.00;big
7;1934.00;9.50;231.00;big
7;1711.00;9.50;185.00;big
8;662.00;9.50;428.00;big
8;1034.00;9.50;540.00;big
9;4446.00;9.50;704.00;big
9;4438.00;9.50;876.00;big
10;4242.00;9.50;1626.00;big
10;4026.00;9.50;1500.00;big
11;3679.00;9.50;1915.00;big
12;3829.00;9.50;121.00;big
12;3481.00;9.50;234.00;big
13;4583.00;9.50;1011.00;big
13;17.21;9.50;1065.08;big
14;2238.00;9.50;855.00;big
14;2469.00;9.50;938.00;big
15;3443.00;9.50;1539.00;big
15;3128.00;9.50;1481.00;big
16;288.00;9.50;1159.00;big
16;206.00;9.50;1064.00;big
17;2004.00;9.50;761.00;big
17;1948.00;9.50;568.00;big
18;3963.00;9.50;388.00;big
18;4178.00;9.50;399.00;big
19;2414.00;9.50;1382.00;big
19;2289.00;9.50;1191.00;big
20;2823.00;9.50;1300.00;big
20;2681.00;9.50;1111.00;big
21;178.00;9.50;1707.00;big
22;2454.00;9.50;1581.00;big
22;2707.00;9.50;1614.00;big
23;3035.00;9.50;1886.00;big
23;3176.00;9.50;1768.00;big
24;2905.00;9.50;724.00;big
24;2837.00;9.50;468.00;big
25;3648.00;9.50;1080.00;big
26;4450.00;9.50;1471.00;big
26;4849.47;9.50;1548.42;big
27;2546.00;9.50;1922.00;big
27;2792.00;9.50;2001.00;big
28;4310.99;10.00;1218.48;big
28;3990.00;9.50;1107.00;big
29;3591.00;9.50;763.00;big
30;486.00;9.50;697.00;big
30;315.00;9.50;592.00;big
31;4645.00;9.50;152.00;big
31;216.00;9.50;251.00;big
32;4266.00;9.50;61.00;big
32;4476.00;9.50;247.00;big
33;4756.00;9.50;736.00;big
33;93.00;9.50;683.00;big
34;2146.00;9.50;1839.00;big
34;2345.00;9.50;1900.00;big
35;233.70;9.50;1307.39;big
35;4788.32;9.50;1282.33;big
36;2853.00;9.50;161.00;big
36;3159.00;9.50;361.00;big
37;1745.00;9.50;2003.00;big
37;1947.00;9.50;1871.00;big
38;3759.00;9.50;632.00;big
39;3316.00;9.50;508.00;big
40;1144.00;9.50;185.00;big
40;746.00;9.50;56.00;big
41;1564.00;11.00;1253.00;big
41;1450.00;12.95;1199.00;big
42;1392.00;10.85;1409.00;big
42;1551.00;12.55;1448.00;big
43;1534.00;10.15;973.00;big
43;1628.00;12.50;1067.00;big
44;1748.00;11.70;1286.00;big
44;1892.00;11.40;1342.00;big
45;1680.00;11.70;1423.00;big
45;1820.00;11.07;1456.00;big
46;2315.00;11.85;1559.00;big
46;2192.00;11.70;1648.00;big
47;2070.00;11.00;1302.00;big
47;2156.00;10.00;1102.00;big
48;2202.00;11.50;1433.00;big
48;2312.00;10.40;1377.00;big
49;1958.00;11.82;1501.00;big
49;2106.00;10.73;1516.00;big
50;2069.00;11.15;1698.00;big
50;1853.00;10.80;1748.00;big
51;1732.00;12.07;1613.00;big
51;1890.00;11.00;1611.00;big
52;1603.00;11.15;1668.00;big
52;1686.00;11.00;1788.00;big
53;3110.00;10.68;160.00;big
53;3217.00;11.60;227.00;big
54;1109.00;13.73;1173.00;big
54;1237.00;11.60;1147.00;big
55;2135.00;10.30;802.00;big
55;1846.00;10.93;1094.00;big
56;99.00;10.00;79.00;big
56;1127.00;9.85;32.00;big
57;983.00;10.63;374.00;big
57;760.00;10.10;321.00;big
58;1437.00;12.25;1852.00;big
58;1590.00;11.05;1893.00;big
59;735.00;11.23;951.00;big
59;881.00;10.70;999.00;big
60;971.00;10.18;1157.00;big
60;818.00;17.02;1224.00;big
61;1281.00;11.10;1899.00;big
61;1031.00;10.75;1903.00;big
62;1138.00;12.82;1342.00;big
62;993.00;10.60;1325.00;big
63;684.00;10.80;784.00;big
63;602.00;11.20;916.00;big
64;4370.00;10.28;413.00;big
64;4193.00;10.30;249.00;big
65;2664.00;11.23;767.00;big
65;2538.00;10.13;871.00;big
66;2716.00;12.00;943.00;big
66;2817.00;13.80;849.00;big
67;3106.00;12.00;1269.00;big
67;3012.00;11.88;1146.00;big
68;2273.00;10.95;662.00;big
68;2434.00;12.07;670.00;big
69;2561.00;14.18;604.00;big
69;2620.00;11.10;483.00;big
70;294.00;11.45;1772.00;big
70;662.00;10.50;1780.00;big
71;1107.00;10.40;1696.00;big
71;901.00;11.70;1696.00;big
72;1093.00;10.20;1507.00;big
72;930.00;10.50;1506.00;big
73;190.00;10.45;1601.00;big
73;4851.00;11.60;1712.00;big
74;843.00;11.10;1588.00;big
74;741.00;11.43;1597.00;big
75;4418.00;11.30;1663.00;big
75;4534.00;11.10;1635.00;big
76;4514.00;11.10;1941.00;big
76;103.00;10.00;1909.00;big
77;282.00;13.55;1001.00;big
77;357.00;10.80;1159.00;big
78;656.00;10.60;1184.00;big
78;621.00;10.30;1073.00;big
79;510.00;10.50;1125.00;big
79;457.00;10.50;1244.00;big
80;433.00;11.38;917.00;big
80;452.00;11.30;1036.00;big
81;4856.00;10.18;844.00;big
81;188.00;11.15;818.00;big
82;20.00;10.32;788.00;big
82;4685.00;10.10;883.00;big
83;388.00;10.95;1401.00;big
83;567.00;10.20;1322.00;big
84;517.00;10.80;1465.00;big
84;631.00;10.57;1466.00;big
85;405.00;11.00;1546.00;big
85;593.00;10.70;1604.00;big
86;4574.00;11.03;759.00;big
86;4547.00;10.10;538.00;big
87;2913.00;11.53;925.00;big
87;3015.00;11.13;853.00;big
88;3016.00;11.78;992.00;big
88;3123.00;11.50;955.00;big
89;2851.00;10.25;1445.00;big
89;2551.00;10.00;2017.00;big
90;2438.00;10.93;190.00;big
90;2665.00;13.23;232.00;big
91;2339.00;10.15;279.00;big
91;2509.00;10.70;370.00;big
92;2204.00;11.10;544.00;big
92;2323.00;10.80;541.00;big
93;3821.00;11.70;1753.00;big
93;3592.00;11.00;1726.00;big
94;4254.00;10.15;1751.00;big
94;4127.00;12.70;1813.00;big
95;3403.00;11.73;1856.00;big
95;3203.00;11.15;1954.00;big
96;2398.00;10.50;111.00;big
96;2195.00;13.00;97.00;big
97;2611.00;10.88;38.00;big
97;2780.00;9.50;43.00;big
98;2152.00;10.50;223.00;big
98;2031.00;10.40;200.00;big
99;3923.00;11.05;1935.00;big
99;3514.00;10.85;1999.00;big
100;2636.00;18.00;334.00;big
100;2733.00;11.32;371.00;big
101;3564.00;10.70;1548.00;big
101;3780.00;14.30;1594.00;big
102;4283.00;11.35;691.00;big
102;4302.00;10.40;523.00;big
103;4075.00;10.80;771.00;big
103;4150.00;10.30;624.00;big
104;3835.00;16.93;513.00;big
104;3692.00;11.78;557.00;big
105;3944.00;11.53;622.00;big
105;3884.00;11.07;699.00;big
106;3550.00;12.60;568.00;big
106;3638.00;11.30;688.00;big
107;4129.00;11.35;948.00;big
107;4284.00;11.30;845.00;big
108;3536.00;11.18;1428.00;big
108;3569.00;11.20;1269.00;big
109;3805.00;10.75;1405.00;big
109;3805.00;11.35;1206.00;big
110;3268.00;11.10;1340.00;big
110;3403.00;11.50;1342.00;big
111;3715.00;10.35;1103.00;big
111;3592.00;10.23;1111.00;big
112;3285.00;11.60;1196.00;big
112;3176.00;12.70;1094.00;big
113;3420.00;10.50;435.00;big
113;3533.00;12.00;465.00;big
114;2915.00;10.30;355.00;big
114;2829.00;9.50;360.00;big
115;3042.00;10.25;465.00;big
115;3239.00;11.40;478.00;big
116;3675.00;10.65;780.00;big
116;3796.00;11.10;722.00;big
117;4021.00;11.10;1021.00;big
117;3899.00;10.70;1070.00;big
118;3954.00;10.80;891.00;big
118;3785.00;10.68;893.00;big
119;3104.00;12.73;629.00;big
119;2958.00;11.00;641.00;big
120;3299.00;12.98;570.00;big
120;3404.00;12.32;728.00;big
121;3456.00;11.25;990.00;big
121;3274.00;11.70;996.00;big
122;3638.00;11.20;940.00;big
122;3508.00;9.50;840.00;big
123;3162.00;13.30;850.00;big
123;3144.00;11.35;754.00;big
124;1767.00;12.85;1168.00;big
124;1657.00;11.00;1155.00;big
125;1584.00;11.00;1346.00;big
125;1649.00;12.05;1312.00;big
126;3481.00;10.93;1119.00;big
126;3390.00;11.45;1150.00;big
127;738.00;10.80;1423.00;big
127;829.00;11.00;1365.00;big
128;4631.00;10.95;1483.00;big
128;4710.00;11.15;1679.00;big
