1;0;195.00;9.50;30.00;0.00;1.64
2;0;400.00;9.50;40.00;0.00;1.64
3;0;556.00;9.50;48.00;0.00;1.96
4;0;746.00;9.50;56.00;0.00;2.28
5;0;955.00;9.50;70.00;0.00;2.84
6;0;1140.00;9.50;65.00;0.00;2.40
7;0;1128.00;9.50;29.00;0.00;1.16
8;0;1315.00;9.50;59.00;0.00;2.40
9;0;1502.00;9.50;59.00;0.00;2.40
10;0;1702.00;9.50;59.00;0.00;2.40
11;0;1888.00;9.50;48.00;0.00;2.44
12;0;2019.00;10.30;10.00;0.00;0.56
13;0;2121.00;10.65;39.00;0.00;1.72
14;0;2246.00;11.62;16.00;0.00;0.96
15;0;2306.00;11.87;42.00;0.00;0.96
16;0;2368.00;12.07;57.00;0.00;1.56
17;0;2403.00;16.52;13.00;0.00;0.80
18;0;2616.00;10.80;11.00;0.00;0.60
19;0;2897.00;10.55;13.00;0.00;0.68
20;0;2836.00;9.50;75.00;0.00;2.52
21;0;3070.00;9.50;29.00;0.00;1.84
22;0;3323.00;9.50;61.00;0.00;2.84
23;0;3466.00;9.50;92.00;0.00;1.96
24;0;3579.00;9.50;90.00;0.00;2.28
25;0;3688.00;9.50;88.00;0.00;2.20
26;0;3829.00;9.50;42.00;0.00;1.72
27;0;3971.00;9.50;77.00;0.00;2.24
28;0;4066.00;9.50;66.00;0.00;1.76
29;0;4168.00;9.50;24.00;0.00;1.20
30;0;4266.00;9.50;61.00;0.00;2.16
31;0;4381.00;9.50;59.00;0.00;2.40
32;0;4504.00;9.50;59.00;0.00;2.20
33;0;4634.00;9.50;53.00;0.00;2.16
34;0;4786.00;9.50;53.00;0.00;2.16
35;0;2762.00;9.50;21.00;0.00;0.36
36;0;2701.00;10.65;41.00;0.00;1.12
37;0;1978.00;10.87;46.00;0.00;1.40
38;0;2611.00;11.17;38.00;0.00;0.80
39;0;2535.00;11.30;53.00;0.00;0.88
40;0;2813.00;10.52;29.00;0.00;0.88
41;0;103.00;10.30;74.00;0.00;1.92
42;0;3510.00;10.00;60.00;0.00;1.20
43;0;1127.00;9.70;32.00;0.00;0.12
44;0;2270.00;14.90;78.00;0.00;1.12
45;0;2051.00;11.20;72.00;0.00;1.32
46;0;2785.00;9.50;44.00;0.00;0.32
47;0;4150.00;9.50;115.00;0.00;3.24
48;0;2440.00;13.70;69.00;0.00;1.04
49;0;2752.00;9.50;50.00;0.00;0.28
50;0;80.00;10.30;55.00;0.00;0.44
51;0;3150.00;9.50;88.00;0.00;2.32
52;0;4172.00;10.05;53.00;0.00;0.20
53;0;104.00;10.30;62.00;0.00;0.48
54;0;127.00;10.30;60.00;0.00;0.48
55;0;2936.00;9.50;119.00;0.00;2.48
56;0;2622.00;10.50;76.00;0.00;1.12
57;0;50.00;10.30;67.00;0.00;0.60
58;0;148.00;10.30;67.00;0.00;0.52
59;0;3512.00;10.35;60.00;0.00;0.12
60;0;72.00;10.30;72.00;0.00;0.44
61;0;1863.00;9.50;129.00;0.00;2.60
62;0;124.00;10.30;78.00;0.00;0.44
63;0;2164.00;14.47;95.00;0.00;0.92
64;0;2514.00;11.10;91.00;0.00;1.08
65;0;99.00;10.30;79.00;0.00;0.52
66;0;2125.00;14.12;92.00;0.00;0.72
67;0;2677.00;9.50;72.00;0.00;0.20
68;0;172.00;10.30;79.00;0.00;0.44
69;0;148.00;10.30;87.00;0.00;0.48
70;0;2074.00;10.65;102.00;0.00;0.80
71;0;64.00;10.30;90.00;0.00;0.56
72;0;4181.00;10.25;88.00;0.00;0.48
73;0;36.00;10.30;87.00;0.00;0.40
74;0;87.00;10.30;90.00;0.00;0.48
75;0;2195.00;13.40;97.00;0.00;0.72
76;0;232.00;9.50;143.00;0.00;2.28
77;0;391.00;9.50;138.00;0.00;2.28
78;0;1994.00;9.50;116.00;0.00;1.48
79;0;119.00;10.30;93.00;0.00;0.32
80;0;3829.00;9.50;121.00;0.00;1.44
81;0;2587.00;9.50;137.00;0.00;1.88
82;0;3096.00;10.50;108.00;0.00;0.52
83;0;3147.00;10.70;106.00;0.00;0.64
84;0;2369.00;10.70;105.00;0.00;0.64
85;0;2113.00;11.30;119.00;0.00;0.88
86;0;2221.00;13.97;110.00;0.00;0.84
87;0;4138.00;9.80;102.00;0.00;0.32
88;0;2398.00;10.80;111.00;0.00;0.60
89;0;2466.00;10.80;105.00;0.00;0.84
90;0;2250.00;11.27;116.00;0.00;0.76
91;0;3073.00;10.42;116.00;0.00;0.84
92;0;556.00;9.50;146.00;0.00;1.96
93;0;2334.00;10.87;115.00;0.00;0.80
94;0;3184.00;10.60;113.00;0.00;0.64
95;0;4168.00;10.35;111.00;0.00;0.44
96;0;2300.00;10.80;112.00;0.00;0.84
97;0;2494.00;10.65;123.00;0.00;0.80
98;0;2853.00;9.50;161.00;0.00;1.96
99;0;3034.00;10.45;116.00;0.00;0.56
100;0;74.00;9.50;167.00;0.00;2.20
101;0;2042.00;10.70;124.00;0.00;0.68
102;0;4645.00;9.50;152.00;0.00;1.84
103;0;4797.00;9.50;171.00;0.00;2.60
104;0;2273.00;10.95;124.00;0.00;0.64
105;0;2150.00;11.65;132.00;0.00;0.92
106;0;3218.00;10.90;124.00;0.00;0.56
107;0;3067.00;10.20;242.00;0.00;3.76
108;0;746.00;9.50;165.00;0.00;2.12
109;0;2100.00;11.95;145.00;0.00;0.64
110;0;2021.00;10.70;135.00;0.00;0.76
111;0;3119.00;10.60;111.00;0.00;0.56
112;0;2394.00;10.70;137.00;0.00;0.68
113;0;2425.00;10.85;141.00;0.00;0.64
114;0;1144.00;9.50;185.00;0.00;2.64
115;0;1327.00;9.50;185.00;0.00;2.64
116;0;1517.00;9.50;185.00;0.00;2.64
117;0;1711.00;9.50;185.00;0.00;2.64
118;0;3153.00;11.10;126.00;0.00;0.52
119;0;4141.00;10.52;134.00;0.00;0.60
120;0;4165.00;10.47;130.00;0.00;0.44
121;0;4261.00;9.50;153.00;0.00;1.52
122;0;4344.00;9.50;172.00;0.00;1.80
123;0;4473.00;9.50;158.00;0.00;1.56
124;0;2458.00;10.70;134.00;0.00;0.68
125;0;3099.00;10.65;137.00;0.00;0.68
126;0;2734.00;9.50;152.00;0.00;1.08
127;0;2262.00;11.70;144.00;0.00;0.60
