0;6;32;236;land;false;unknown;6
1;6;31;236;sea;false;ocean;0
2;16;31;236;sea;false;ocean;0
3;19;31;248;sea;false;ocean;0
4;111;14;244;sea;false;ocean;0
5;112;14;248;sea;false;ocean;0
6;23;31;244;sea;false;ocean;0
7;5;31;232;sea;true;ocean;0
8;62;2;248;sea;false;ocean;0
9;22;0;240;sea;false;ocean;0
10;5;40;232;sea;false;ocean;0
11;32;2;248;sea;true;ocean;0
12;43;120;88;land;true;plains;1
13;186;237;138;land;false;plains;1
14;85;144;226;land;false;plains;1
15;85;87;181;land;false;hills;1
16;128;105;194;land;false;mountain;1
17;0;66;200;land;false;mountain;1
18;134;189;14;land;false;plains;1
19;126;174;134;land;true;plains;1
20;98;0;244;sea;true;ocean;0
21;95;0;232;sea;false;ocean;0
22;87;0;240;sea;false;ocean;0
23;91;0;236;sea;false;ocean;0
24;125;14;240;sea;false;ocean;0
25;82;0;240;sea;false;ocean;0
26;126;14;244;sea;false;ocean;0
27;67;0;240;sea;false;ocean;0
28;66;0;236;sea;false;ocean;0
29;64;0;248;sea;false;ocean;0
30;116;30;248;sea;false;ocean;0
31;111;30;248;sea;false;ocean;0
32;114;30;240;sea;false;ocean;0
33;117;30;232;sea;false;ocean;0
34;106;30;248;sea;false;ocean;0
35;114;14;236;lake;false;lakes;1
36;176;129;167;land;false;plains;1
37;53;171;46;land;true;plains;1
38;45;133;245;land;false;plains;1
39;233;187;190;land;false;plains;1
40;3;138;190;land;true;plains;1
41;118;0;244;sea;true;ocean;0
42;90;0;232;sea;true;ocean;0
43;60;37;71;land;true;plains;4
44;222;98;133;land;false;mountain;1
45;127;33;9;land;true;plains;1
46;117;32;240;lake;false;lakes;1
47;70;0;232;sea;true;ocean;0
48;139;166;112;land;false;hills;1
49;5;6;236;lake;false;lakes;1
50;99;236;160;land;true;plains;4
51;94;0;248;sea;true;ocean;0
52;143;45;200;land;true;plains;4
53;88;218;19;land;true;plains;4
54;112;52;223;land;true;plains;4
55;96;0;236;sea;false;ocean;0
56;3;123;60;land;true;plains;1
57;123;157;245;land;true;plains;4
58;24;192;248;land;true;plains;4
59;117;80;238;land;true;plains;1
60;86;66;253;land;false;plains;4
61;33;2;232;sea;false;ocean;0
62;30;136;115;land;false;plains;4
63;42;198;51;land;false;hills;1
64;42;189;93;land;true;plains;1
65;21;194;90;land;false;plains;4
66;132;186;189;land;false;hills;1
67;55;0;232;lake;false;plains;1
68;105;161;117;land;true;plains;4
69;130;107;206;land;true;plains;4
70;140;52;103;land;true;plains;1
71;208;126;89;land;true;plains;4
72;135;160;111;land;true;plains;4
73;223;202;15;land;true;plains;4
74;233;87;17;land;true;plains;4
75;7;201;195;land;false;mountain;1
76;102;32;240;sea;false;ocean;0
77;117;0;240;sea;false;ocean;0
78;72;31;240;sea;true;ocean;0
79;239;34;68;land;true;plains;4
80;79;0;248;sea;false;ocean;0
81;97;0;240;sea;true;ocean;0
82;71;202;35;land;true;plains;1
83;120;85;40;land;true;plains;1
84;135;27;39;land;false;plains;1
85;174;69;42;land;false;plains;1
86;6;177;60;land;false;mountain;1
87;185;148;69;land;true;plains;4
88;51;102;208;land;false;plains;1
89;135;87;49;land;false;plains;1
90;51;90;193;land;false;plains;1
91;178;90;224;land;true;plains;1
92;7;31;240;sea;false;ocean;0
93;196;39;144;land;false;plains;1
94;125;168;205;land;true;plains;1
95;45;183;28;land;true;plains;4
96;173;54;7;land;false;plains;1
97;93;210;226;land;true;plains;1
98;113;40;236;sea;false;ocean;0
99;32;31;188;land;true;plains;1
100;109;0;248;sea;false;ocean;0
101;156;230;63;land;true;plains;1
102;105;30;244;sea;false;ocean;0
103;104;30;240;sea;false;ocean;0
104;90;162;51;land;false;plains;1
105;90;138;181;land;false;plains;1
106;74;37;53;land;true;plains;1
107;122;2;240;sea;true;ocean;0
108;18;31;244;sea;false;ocean;0
109;132;156;184;land;false;plains;1
110;48;135;53;land;true;plains;1
111;136;157;48;land;true;plains;1
112;123;118;210;land;false;plains;1
113;135;36;34;land;false;plains;1
114;33;0;244;sea;false;ocean;0
115;25;31;232;sea;false;ocean;0
116;0;31;232;sea;false;ocean;0
117;8;40;244;sea;false;ocean;0
118;180;50;229;land;false;plains;1
119;8;116;242;land;true;plains;5
120;132;147;134;land;true;plains;5
121;115;30;244;sea;false;ocean;0
122;96;30;248;sea;false;ocean;0
123;102;30;232;sea;false;ocean;0
124;135;204;154;land;false;plains;1
125;201;209;43;land;false;plains;1
126;114;40;240;sea;false;ocean;0
127;48;99;168;land;false;plains;1
128;51;147;147;land;true;plains;1
129;118;128;223;land;false;plains;1
130;115;134;99;land;false;hills;1
131;190;226;218;land;true;plains;1
132;233;57;128;land;false;plains;1
133;5;102;15;land;false;plains;1
134;10;95;163;land;true;plains;1
135;6;117;50;land;false;hills;1
136;173;99;142;land;false;plains;1
137;81;231;76;land;false;plains;1
138;155;110;18;land;false;plains;1
139;48;90;173;land;false;plains;1
140;98;63;200;land;false;plains;1
141;59;2;236;sea;true;ocean;0
142;91;174;226;land;false;plains;1
143;123;231;0;land;true;marsh;5
144;197;40;191;land;true;plains;1
145;239;123;184;land;false;plains;1
146;100;128;222;land;false;plains;1
147;60;12;240;sea;false;ocean;0
148;54;0;248;sea;false;ocean;0
149;174;189;62;land;false;mountain;1
150;136;163;72;land;false;plains;1
151;204;198;20;land;true;plains;5
152;90;0;66;land;false;plains;1
153;90;42;31;land;false;plains;1
154;247;126;5;land;true;plains;1
155;113;66;24;land;false;plains;1
156;176;179;65;land;false;plains;1
157;175;40;195;land;false;plains;1
158;109;197;235;land;false;plains;1
159;96;81;251;land;false;plains;1
160;11;85;35;land;false;plains;1
161;197;234;193;land;false;plains;1
162;131;36;154;land;true;plains;5
163;5;132;170;land;true;plains;5
164;17;39;52;land;false;mountain;5
165;9;72;90;land;false;plains;5
166;133;195;194;land;true;plains;1
167;122;30;232;sea;true;ocean;0
168;2;101;145;land;true;plains;1
169;115;14;240;sea;false;ocean;0
170;78;0;244;sea;false;ocean;0
171;62;0;240;sea;false;ocean;0
172;73;166;49;land;true;plains;1
173;248;227;153;land;true;plains;1
174;153;174;238;land;false;forest;5
175;166;173;193;land;false;plains;1
176;108;189;51;land;false;plains;1
177;89;141;136;land;true;plains;5
178;47;138;8;land;true;plains;5
179;93;0;244;sea;true;ocean;0
180;236;237;38;land;false;plains;1
181;119;113;68;land;false;plains;1
182;187;232;40;land;false;plains;5
183;89;33;26;land;true;plains;5
184;175;198;67;land;false;plains;1
185;9;63;195;land;false;plains;1
186;236;197;69;land;false;plains;1
187;121;14;244;sea;true;ocean;0
188;9;123;205;land;false;plains;1
189;8;51;20;land;false;plains;1
190;203;178;102;land;false;mountain;1
191;89;30;11;land;false;plains;1
192;169;216;137;land;false;plains;1
193;116;133;33;land;false;plains;1
194;149;150;199;land;false;plains;1
195;125;214;147;land;false;plains;1
196;50;116;196;land;false;plains;1
197;149;31;197;land;false;plains;1
198;5;3;5;land;false;plains;1
199;91;75;216;land;false;plains;1
200;92;27;16;land;false;plains;1
201;131;24;44;land;false;plains;1
202;9;39;130;land;true;plains;1
203;5;135;135;land;true;plains;5
204;89;144;156;land;false;plains;1
205;61;95;191;land;false;mountain;1
206;9;177;80;land;false;forest;5
207;207;238;114;land;true;plains;1
208;136;153;39;land;true;plains;1
209;3;99;90;land;false;plains;1
210;93;132;171;land;false;plains;1
211;165;96;41;land;true;plains;1
212;95;107;104;land;true;desert;2
213;231;149;169;land;false;hills;1
214;180;68;202;land;false;plains;1
215;197;199;154;land;true;plains;1
216;85;0;232;sea;false;ocean;0
217;89;0;248;sea;false;ocean;0
218;123;14;232;sea;false;ocean;0
219;89;21;171;land;false;plains;1
220;165;239;116;land;false;hills;1
221;7;141;80;land;false;forest;5
222;89;204;166;land;false;plains;1
223;91;192;66;land;false;mountain;1
224;89;155;11;land;false;plains;1
225;36;100;221;land;false;plains;1
226;175;33;62;land;true;plains;5
227;93;93;66;land;false;plains;1
228;129;204;106;land;false;hills;1
229;131;210;4;land;true;plains;1
230;47;48;48;land;true;plains;1
231;8;42;80;land;true;plains;5
232;7;60;165;land;true;plains;1
233;135;199;49;land;false;plains;1
234;77;231;146;land;true;plains;1
235;24;151;107;land;false;hills;1
236;12;192;1;land;false;mountain;1
237;112;60;175;land;true;plains;1
238;105;197;123;land;false;hills;1
239;177;42;22;land;true;forest;5
240;5;0;40;land;false;forest;5
241;5;141;220;land;false;plains;1
242;170;63;130;land;false;hills;1
243;177;99;67;land;false;plains;1
244;135;144;39;land;false;plains;5
245;176;186;7;land;false;plains;1
246;87;126;231;land;false;plains;1
247;16;150;53;land;true;plains;1
248;118;30;236;sea;true;ocean;0
249;186;36;246;land;false;hills;1
250;128;63;251;land;false;plains;1
251;191;37;205;land;false;plains;1
252;202;107;254;land;false;plains;5
253;100;14;240;sea;false;ocean;0
254;43;0;244;sea;false;ocean;0
255;4;31;248;sea;false;ocean;0
256;112;61;1;land;false;plains;1
257;108;0;244;lake;false;lakes;1
258;75;90;29;land;false;plains;1
259;168;109;236;land;true;plains;1
260;89;132;91;land;true;plains;5
261;53;238;196;land;false;hills;1
262;44;143;72;land;false;mountain;1
263;168;74;211;land;true;plains;1
264;84;15;51;land;true;forest;5
265;175;108;202;land;true;plains;5
266;108;30;236;sea;false;ocean;0
267;109;30;240;sea;false;ocean;0
268;173;105;22;land;true;plains;1
269;173;102;57;land;false;plains;1
270;215;184;104;land;false;plains;1
271;131;57;14;land;false;plains;1
272;0;49;0;land;true;plains;1
273;65;2;240;sea;true;ocean;0
274;137;69;194;land;true;plains;1
275;5;63;15;land;true;plains;1
276;178;12;177;land;false;plains;1
277;5;75;180;land;false;plains;1
278;226;223;55;land;true;plains;1
279;25;195;168;land;false;forest;5
280;232;50;78;land;false;plains;6
281;153;79;228;land;false;mountain;1
282;208;59;95;land;false;forest;1
283;52;117;69;land;true;plains;1
284;47;141;28;land;false;plains;1
285;6;124;141;land;false;plains;1
286;45;166;208;land;false;mountain;1
287;49;57;213;land;false;plains;1
288;124;67;105;land;false;plains;1
289;135;168;219;land;false;plains;5
290;31;135;82;land;false;plains;1
291;145;115;168;land;false;plains;5
292;214;162;51;land;false;plains;1
293;70;94;244;land;false;mountain;1
294;94;220;243;land;false;forest;1
295;189;68;226;land;true;plains;1
296;2;57;185;land;false;plains;1
297;25;151;36;land;false;plains;1
298;177;132;37;land;false;plains;5
299;89;99;21;land;true;plains;1
300;173;201;67;land;false;plains;1
301;101;33;178;land;false;forest;1
302;206;112;141;land;false;forest;1
303;176;114;92;land;true;plains;5
304;173;153;157;land;false;plains;1
305;0;195;10;land;false;plains;1
306;51;171;213;land;false;plains;1
307;47;60;213;land;false;plains;6
308;176;142;213;land;false;plains;1
309;144;80;66;land;false;plains;1
310;102;14;248;sea;false;ocean;0
311;171;32;32;land;false;mountain;1
312;61;227;59;land;false;hills;1
313;186;155;196;land;false;plains;1
314;101;167;29;land;false;plains;1
315;131;207;39;land;true;plains;1
316;8;144;0;land;false;forest;1
317;134;75;24;land;true;plains;1
318;192;151;50;land;false;forest;1
319;177;156;12;land;true;plains;5
320;22;31;240;sea;true;ocean;0
321;131;174;69;land;false;hills;1
322;90;120;136;land;true;plains;5
323;176;39;207;land;true;marsh;5
324;163;115;35;land;false;plains;1
325;168;208;42;land;false;plains;1
326;254;104;216;land;false;mountain;1
327;215;193;158;land;false;plains;1
328;170;173;43;land;true;plains;1
329;47;30;208;land;false;plains;1
330;114;207;135;land;false;plains;1
331;147;45;79;land;false;mountain;1
332;166;181;5;land;false;forest;1
333;237;162;26;land;false;plains;1
334;177;66;97;land;false;plains;1
335;9;30;225;land;false;plains;5
336;51;189;158;land;false;plains;1
337;225;139;137;land;true;plains;1
338;177;114;47;land;false;plains;5
