1;0;1925.00;10.10;1363.00;0.00;0.40
2;0;1909.00;10.97;1355.00;0.00;0.44
3;0;1902.00;11.47;1372.00;0.00;0.44
4;0;1917.00;12.42;1381.00;0.00;0.52
5;0;1934.00;13.00;1392.00;0.00;0.44
6;0;1946.00;11.25;1407.00;0.00;0.48
7;0;2070.00;11.77;1361.00;0.00;0.40
8;0;2052.00;12.10;1374.00;0.00;0.52
9;0;2076.00;11.90;1377.00;0.00;0.52
10;0;2083.00;10.87;1392.00;0.00;0.48
11;0;4160.00;10.10;1850.00;0.00;0.56
12;0;1883.00;11.17;878.00;0.00;0.48
13;0;1872.00;10.87;865.00;0.00;0.36
14;0;1864.00;13.57;883.00;0.00;0.48
15;0;2409.00;10.22;996.00;0.00;0.44
16;0;2425.00;10.82;1002.00;0.00;0.44
17;0;2419.00;10.10;985.00;0.00;0.36
18;0;2434.00;10.07;996.00;0.00;0.24
19;0;2457.00;10.10;998.00;0.00;0.40
20;0;2473.00;11.77;1008.00;0.00;0.48
21;0;2471.00;10.90;985.00;0.00;0.48
22;0;2490.00;10.60;997.00;0.00;0.40
23;0;2489.00;10.37;1016.00;0.00;0.44
24;0;2491.00;10.30;1033.00;0.00;0.40
25;0;2469.00;12.30;1030.00;0.00;0.48
26;0;2453.00;10.15;1044.00;0.00;0.48
27;0;2472.00;12.75;1047.00;0.00;0.40
28;0;2471.00;13.57;1065.00;0.00;0.40
29;0;2453.00;12.42;1067.00;0.00;0.48
30;0;2441.00;10.05;1059.00;0.00;0.44
31;0;2414.00;10.00;1057.00;0.00;0.40
32;0;2406.00;10.00;1047.00;0.00;0.44
33;0;2210.00;14.07;799.00;0.00;0.44
34;0;2205.00;13.20;819.00;0.00;0.36
35;0;1647.00;13.97;1624.00;0.00;0.52
36;0;1628.00;11.75;1630.00;0.00;0.60
37;0;1638.00;12.72;1647.00;0.00;0.44
38;0;1655.00;13.60;1659.00;0.00;0.48
39;0;1674.00;13.85;1658.00;0.00;0.48
40;0;1685.00;14.65;1640.00;0.00;0.48
41;0;1704.00;14.90;1650.00;0.00;0.48
42;0;1691.00;13.27;1666.00;0.00;0.56
43;0;1682.00;12.20;1682.00;0.00;0.52
44;0;4025.00;10.10;820.00;0.00;0.64
45;0;1996.00;13.42;1535.00;0.00;0.44
46;0;1988.00;13.27;1551.00;0.00;0.44
47;0;1975.00;11.60;1567.00;0.00;0.48
48;0;1985.00;10.45;1582.00;0.00;0.32
49;0;3866.00;11.92;526.00;0.00;0.68
50;0;4230.00;11.22;384.00;0.00;0.64
51;0;2726.00;10.00;2040.00;0.00;0.32
52;0;2072.00;11.30;1514.00;0.00;0.40
53;0;2068.00;10.12;1499.00;0.00;0.40
54;0;2048.00;11.25;1507.00;0.00;0.40
55;0;2030.00;11.37;1513.00;0.00;0.36
56;0;2031.00;13.35;1529.00;0.00;0.44
57;0;2044.00;11.50;1542.00;0.00;0.44
58;0;2029.00;11.70;1555.00;0.00;0.52
59;0;2013.00;12.20;1541.00;0.00;0.44
60;0;2010.00;13.80;1520.00;0.00;0.40
61;0;214.00;12.10;168.00;0.00;0.68
62;0;4014.00;12.82;519.00;0.00;0.60
63;0;2131.00;14.72;585.00;0.00;0.36
64;0;2148.00;12.77;582.00;0.00;0.36
65;0;2140.00;15.15;599.00;0.00;0.32
66;0;2155.00;14.00;607.00;0.00;0.36
67;0;2170.00;11.42;593.00;0.00;0.40
68;0;2168.00;13.12;615.00;0.00;0.48
69;0;2150.00;13.87;620.00;0.00;0.40
70;0;2129.00;13.77;617.00;0.00;0.32
71;0;3328.00;11.00;534.00;0.00;0.52
72;0;2050.00;11.02;595.00;0.00;0.44
73;0;2036.00;11.22;581.00;0.00;0.40
74;0;2035.00;10.60;606.00;0.00;0.44
75;0;3737.00;10.75;1068.00;0.00;0.76
76;0;2520.00;10.10;947.00;0.00;0.44
77;0;2505.00;10.12;963.00;0.00;0.44
78;0;2485.00;10.10;966.00;0.00;0.44
79;0;2979.00;10.10;1578.00;0.00;0.36
80;0;2989.00;10.77;1588.00;0.00;0.56
81;0;3007.00;12.70;1579.00;0.00;0.56
82;0;3023.00;12.57;1567.00;0.00;0.52
83;0;3028.00;10.30;1548.00;0.00;0.56
84;0;2338.00;11.45;1185.00;0.00;0.48
85;0;2357.00;13.02;1184.00;0.00;0.48
86;0;2353.00;10.90;1206.00;0.00;0.48
87;0;4370.00;11.22;334.00;0.00;0.68
88;0;2075.00;10.07;530.00;0.00;0.28
89;0;2085.00;11.27;543.00;0.00;0.40
90;0;2078.00;12.02;559.00;0.00;0.44
91;0;2080.00;10.35;577.00;0.00;0.36
92;0;2070.00;10.72;594.00;0.00;0.40
93;0;2056.00;11.52;579.00;0.00;0.52
94;0;3978.00;10.07;552.00;0.00;0.40
95;0;1960.00;11.55;612.00;0.00;0.40
96;0;1970.00;13.10;628.00;0.00;0.48
97;0;1950.00;10.62;637.00;0.00;0.44
98;0;1937.00;13.47;653.00;0.00;0.48
99;0;1922.00;11.37;662.00;0.00;0.48
100;0;1913.00;10.22;679.00;0.00;0.40
101;0;1918.00;11.80;696.00;0.00;0.32
102;0;1905.00;11.20;712.00;0.00;0.44
103;0;1896.00;10.00;697.00;0.00;0.52
104;0;2376.00;13.65;1116.00;0.00;0.40
105;0;2358.00;12.07;1115.00;0.00;0.40
106;0;2339.00;10.47;1111.00;0.00;0.40
107;0;2321.00;10.00;1116.00;0.00;0.32
108;0;2330.00;10.00;1097.00;0.00;0.60
109;0;2343.00;10.67;1086.00;0.00;0.52
110;0;2335.00;10.10;1069.00;0.00;0.44
111;0;1931.00;14.42;1569.00;0.00;0.52
112;0;1912.00;13.10;1583.00;0.00;0.52
113;0;1893.00;11.30;1587.00;0.00;0.44
114;0;1874.00;10.17;1575.00;0.00;0.56
115;0;1895.00;13.45;1570.00;0.00;0.36
116;0;1914.00;15.95;1566.00;0.00;0.32
117;0;1897.00;15.12;1553.00;0.00;0.40
118;0;1877.00;14.02;1557.00;0.00;0.44
119;0;1866.00;12.47;1542.00;0.00;0.44
120;0;1875.00;13.07;1525.00;0.00;0.40
121;0;1885.00;14.97;1541.00;0.00;0.44
122;0;1896.00;15.25;1527.00;0.00;0.44
123;0;1890.00;12.22;1507.00;0.00;0.40
124;0;1906.00;12.02;1502.00;0.00;0.44
125;0;1922.00;12.85;1515.00;0.00;0.36
126;0;1931.00;14.95;1531.00;0.00;0.40
127;0;1932.00;16.07;1550.00;0.00;0.44
128;0;1916.00;15.77;1537.00;0.00;0.44
129;0;3718.00;12.25;1088.00;0.00;0.76
130;0;3331.00;12.25;561.00;0.00;0.56
131;0;3322.00;10.45;581.00;0.00;0.52
132;0;3312.00;11.42;559.00;0.00;0.48
133;0;4004.00;10.17;809.00;0.00;0.56
134;0;1118.00;10.00;1365.00;0.00;0.28
135;0;3923.00;10.70;298.00;0.00;0.44
136;0;4050.00;10.55;447.00;0.00;0.68
137;0;956.00;10.12;50.00;0.00;0.84
138;0;4436.00;11.87;341.00;0.00;0.64
139;0;1903.00;12.47;1402.00;0.00;0.40
140;0;1921.00;12.90;1400.00;0.00;0.44
141;0;1931.00;12.62;1417.00;0.00;0.48
142;0;1931.00;11.20;1436.00;0.00;0.44
143;0;1945.00;10.10;1432.00;0.00;0.24
144;0;1204.00;11.25;1237.00;0.00;0.60
145;0;2149.00;10.40;784.00;0.00;0.40
146;0;2135.00;10.65;799.00;0.00;0.40
147;0;2153.00;10.20;798.00;0.00;0.36
148;0;2160.00;14.97;820.00;0.00;0.32
149;0;2170.00;12.60;833.00;0.00;0.40
150;0;2186.00;11.67;830.00;0.00;0.32
151;0;2179.00;13.57;813.00;0.00;0.36
152;0;2185.00;13.17;797.00;0.00;0.40
153;0;2196.00;13.60;808.00;0.00;0.32
154;0;3796.00;10.12;366.00;0.00;0.48
155;0;4362.00;13.90;366.00;0.00;0.64
156;0;1724.00;14.80;1659.00;0.00;0.64
157;0;1707.00;12.15;1678.00;0.00;0.56
158;0;1728.00;11.32;1682.00;0.00;0.44
159;0;3037.00;13.80;1604.00;0.00;0.44
160;0;3031.00;13.87;1584.00;0.00;0.48
161;0;3046.00;13.35;1567.00;0.00;0.48
162;0;3059.00;11.65;1554.00;0.00;0.56
163;0;3078.00;10.97;1543.00;0.00;0.56
164;0;3084.00;13.95;1561.00;0.00;0.48
165;0;3084.00;14.67;1583.00;0.00;0.48
166;0;2010.00;12.30;646.00;0.00;0.52
167;0;2012.00;14.30;665.00;0.00;0.48
168;0;1997.00;11.72;676.00;0.00;0.40
169;0;1982.00;11.17;691.00;0.00;0.36
170;0;4733.00;10.00;218.00;0.00;0.44
171;0;4188.00;11.55;383.00;0.00;0.68
172;0;2102.00;11.40;1211.00;0.00;0.48
173;0;2099.00;11.55;1194.00;0.00;0.40
174;0;2090.00;10.67;1174.00;0.00;0.44
175;0;2077.00;11.07;1162.00;0.00;0.44
176;0;2075.00;10.10;1179.00;0.00;0.32
